,filename,date,year,month,day,lon_50,lat_50
8514,ice_conc_nh_ease2-250_cdr-v2p0_200701011200.nc,2007-01-01,2007,1,1,21.994868709002464,79.40907226173807
8515,ice_conc_nh_ease2-250_cdr-v2p0_200701021200.nc,2007-01-02,2007,1,2,21.898551847122533,79.45423859615158
8516,ice_conc_nh_ease2-250_cdr-v2p0_200701031200.nc,2007-01-03,2007,1,3,21.790281029833004,79.30347449405653
8517,ice_conc_nh_ease2-250_cdr-v2p0_200701041200.nc,2007-01-04,2007,1,4,21.951143418802197,79.48900868731914
8518,ice_conc_nh_ease2-250_cdr-v2p0_200701051200.nc,2007-01-05,2007,1,5,22.054853476755074,79.54524609391338
8519,ice_conc_nh_ease2-250_cdr-v2p0_200701061200.nc,2007-01-06,2007,1,6,22.197525108129376,79.538514114699
8520,ice_conc_nh_ease2-250_cdr-v2p0_200701071200.nc,2007-01-07,2007,1,7,22.00974066094113,79.4226881105355
8521,ice_conc_nh_ease2-250_cdr-v2p0_200701081200.nc,2007-01-08,2007,1,8,22.23450069523305,79.56529091245463
8522,ice_conc_nh_ease2-250_cdr-v2p0_200701091200.nc,2007-01-09,2007,1,9,22.222883086487805,79.73531852061895
8523,ice_conc_nh_ease2-250_cdr-v2p0_200701101200.nc,2007-01-10,2007,1,10,22.262452511027814,79.80218679110924
8524,ice_conc_nh_ease2-250_cdr-v2p0_200701111200.nc,2007-01-11,2007,1,11,22.379782605921516,79.8480408026399
8525,ice_conc_nh_ease2-250_cdr-v2p0_200701121200.nc,2007-01-12,2007,1,12,22.123776094090974,79.8911765608642
8526,ice_conc_nh_ease2-250_cdr-v2p0_200701131200.nc,2007-01-13,2007,1,13,21.891046109356964,79.82072327178734
8527,ice_conc_nh_ease2-250_cdr-v2p0_200701141200.nc,2007-01-14,2007,1,14,21.982264352958584,79.6231679204759
8528,ice_conc_nh_ease2-250_cdr-v2p0_200701151200.nc,2007-01-15,2007,1,15,22.029942332782348,79.46912200114795
8529,ice_conc_nh_ease2-250_cdr-v2p0_200701161200.nc,2007-01-16,2007,1,16,19.553838711329938,79.32989409889336
8530,ice_conc_nh_ease2-250_cdr-v2p0_200701171200.nc,2007-01-17,2007,1,17,19.157246522336678,79.32739979702716
8531,ice_conc_nh_ease2-250_cdr-v2p0_200701181200.nc,2007-01-18,2007,1,18,36.707457164278196,64.28260057968745
8532,ice_conc_nh_ease2-250_cdr-v2p0_200701191200.nc,2007-01-19,2007,1,19,19.17902531343769,79.18506118701501
8533,ice_conc_nh_ease2-250_cdr-v2p0_200701201200.nc,2007-01-20,2007,1,20,19.105865893365426,79.14242638416142
8534,ice_conc_nh_ease2-250_cdr-v2p0_200701211200.nc,2007-01-21,2007,1,21,18.779699664699972,79.06835194977717
8535,ice_conc_nh_ease2-250_cdr-v2p0_200701221200.nc,2007-01-22,2007,1,22,20.639358544180052,79.10500460585666
8536,ice_conc_nh_ease2-250_cdr-v2p0_200701231200.nc,2007-01-23,2007,1,23,18.514856437550126,78.88391694379995
8537,ice_conc_nh_ease2-250_cdr-v2p0_200701241200.nc,2007-01-24,2007,1,24,21.26675285295942,79.24043751464716
8538,ice_conc_nh_ease2-250_cdr-v2p0_200701251200.nc,2007-01-25,2007,1,25,21.39593128160323,79.38992462995877
8539,ice_conc_nh_ease2-250_cdr-v2p0_200701261200.nc,2007-01-26,2007,1,26,22.02830508028476,79.1351863003211
8540,ice_conc_nh_ease2-250_cdr-v2p0_200701271200.nc,2007-01-27,2007,1,27,21.66668567532428,78.98430247624732
8541,ice_conc_nh_ease2-250_cdr-v2p0_200701281200.nc,2007-01-28,2007,1,28,19.96797733934429,78.4959289235593
8542,ice_conc_nh_ease2-250_cdr-v2p0_200701291200.nc,2007-01-29,2007,1,29,19.272187822485694,78.56955862018565
8543,ice_conc_nh_ease2-250_cdr-v2p0_200701301200.nc,2007-01-30,2007,1,30,21.772354390197602,78.82539029748528
8544,ice_conc_nh_ease2-250_cdr-v2p0_200701311200.nc,2007-01-31,2007,1,31,36.154727594773526,64.47648358125932
8545,ice_conc_nh_ease2-250_cdr-v2p0_200702011200.nc,2007-02-01,2007,2,1,36.154727594773526,64.47648358125932
8546,ice_conc_nh_ease2-250_cdr-v2p0_200702021200.nc,2007-02-02,2007,2,2,21.87000903973551,79.40978331015566
