,filename,date,year,month,day,lon_10,lat_10,lon_30,lat_30,lon_50,lat_50,lon_70,lat_70,lon_90,lat_90
12167,ice_conc_nh_ease2-250_icdr-v2p0_201701011200.nc,2017-01-01,2017,1,1,16.30855752428395,81.7907074508835,15.634618445663111,81.99536481616856,15.056488103958337,82.20266815801882,14.889712770827359,82.41498042818557,26.78117233674117,83.86608264469339
12168,ice_conc_nh_ease2-250_icdr-v2p0_201701021200.nc,2017-01-02,2017,1,2,16.304008067022917,81.75504642497953,15.884290737191037,81.98427589271569,15.113641630855245,82.18912499733065,14.932558343554518,82.41827111482098,13.828932879678883,83.93434192640694
12169,ice_conc_nh_ease2-250_icdr-v2p0_201701031200.nc,2017-01-03,2017,1,3,16.38832205027983,81.66327430445159,15.597027555143626,81.9367350970618,15.324509945228082,82.15508014167827,15.119530411472335,82.368596877163,9.080517313218541,84.4781861072409
12170,ice_conc_nh_ease2-250_icdr-v2p0_201701041200.nc,2017-01-04,2017,1,4,16.59055294929425,81.47598745064833,16.045879618887763,81.6817043838083,16.021273130912345,81.91368355204817,16.447545300266295,82.16709204352954,4.12494729402781,83.97987658941729
12171,ice_conc_nh_ease2-250_icdr-v2p0_201701051200.nc,2017-01-05,2017,1,5,16.100866001872387,81.53395991230191,15.75709341690318,81.77208789525005,15.67384705795415,81.96787973177705,16.17509972443308,82.250759665645,4.87261831105228,84.07571121368866
12172,ice_conc_nh_ease2-250_icdr-v2p0_201701061200.nc,2017-01-06,2017,1,6,15.347811729879755,81.68448434350613,14.788206918599409,81.88502719615346,15.313832205236004,82.12542350203624,15.39574135697529,82.38646601803221,26.36642251870573,83.6902260995189
12173,ice_conc_nh_ease2-250_icdr-v2p0_201701071200.nc,2017-01-07,2017,1,7,15.515270414672337,81.51218987854811,15.5724251486586,81.77024634817774,15.227576617892218,81.95314289191913,15.662081559736368,82.23774485084486,6.045456445108365,84.4172791103659
12174,ice_conc_nh_ease2-250_icdr-v2p0_201701081200.nc,2017-01-08,2017,1,8,15.333779808141548,81.35792320018577,15.46540060289576,81.64928343457001,15.5451798204634,81.8945610448689,16.019803479357257,82.18007401730036,26.00547614178599,83.49986482217868
12175,ice_conc_nh_ease2-250_icdr-v2p0_201701091200.nc,2017-01-09,2017,1,9,15.130956477983267,81.28329548352713,15.9088539635533,81.61220229295512,16.275787369962988,81.88867097284117,16.246771251320574,82.14623896365065,26.720869233628015,83.54507205515165
12176,ice_conc_nh_ease2-250_icdr-v2p0_201701101200.nc,2017-01-10,2017,1,10,15.0430665614715,81.1989914712673,15.357625641644558,81.51866807522661,15.736075877936965,81.80545520187933,16.01574499690126,82.09980611861847,26.909550009724104,83.53614506343001
