,filename,date,year,month,day,lon_10,lat_10,lon_20,lat_20,lon_30,lat_30,lon_40,lat_40,lon_50,lat_50,lon_60,lat_60,lon_70,lat_70,lon_80,lat_80,lon_90,lat_90
4497,ice_conc_nh_ease2-250_cdr-v2p0_199601011200.nc,1996-01-01,1996,1,1,20.067279966640417,77.40373053909381,20.057538269084052,77.45340019515919,20.325300785803524,77.49867427420949,20.579513408107804,77.55787168140151,21.01110921870871,77.60263910858359,21.263840074571632,77.69530486240762,21.604329248288675,77.72350243510665,22.248347032516374,77.79258052279383,27.39170693596313,79.03504695462456
4498,ice_conc_nh_ease2-250_cdr-v2p0_199601021200.nc,1996-01-02,1996,1,2,20.074884547191616,77.32713554696262,20.1736374858138,77.37714996447409,20.14049433789752,77.45461976105405,20.443851725217996,77.4973906964987,20.67611970294782,77.52745065156907,21.077327344994327,77.60359530399244,21.510818307464245,77.6121839110438,21.978135687047907,77.711012204432,30.4855533328421,78.15226873040824
4499,ice_conc_nh_ease2-250_cdr-v2p0_199601031200.nc,1996-01-03,1996,1,3,19.783390925289844,77.28504585673168,19.99805975177956,77.34675898876235,20.136315977099443,77.45179509617711,20.166933128878206,77.48154466448365,20.430768886984286,77.5102011846606,20.498685100721428,77.60611627261838,21.293035402908853,77.58633418346498,22.13190805207804,77.78741638672588,28.281839647661304,77.16466217493395
4500,ice_conc_nh_ease2-250_cdr-v2p0_199601041200.nc,1996-01-04,1996,1,4,19.60635843952889,77.35402657819016,20.023779038979246,77.36251428618398,20.07706345314111,77.4378574906221,20.07648511525256,77.50380982102372,20.263051287278824,77.4975721473042,20.3120748966061,77.6082871460847,20.698304866824692,77.58711058252953,21.964971959275278,77.72398151278524,23.698950728940822,78.65331448993976
4501,ice_conc_nh_ease2-250_cdr-v2p0_199601051200.nc,1996-01-05,1996,1,5,19.60407431269591,77.32611701241643,19.9344582257032,77.37195518085576,19.98570065119128,77.40833138409586,20.028125615866493,77.50077212573984,20.431547686019073,77.51487920082943,20.32429400720593,77.58239454287825,21.639302324756446,77.64063363366374,21.983956788691117,77.69824666895646,26.647052914966757,77.0962945099115
4502,ice_conc_nh_ease2-250_cdr-v2p0_199601061200.nc,1996-01-06,1996,1,6,20.027599440006977,77.33568738312538,19.78896775353648,77.45314957436906,20.175953265737434,77.47496593094185,20.1955537808658,77.51846654860003,20.4193576976329,77.56963300964868,20.435892909966633,77.64282413784501,21.74703492661282,77.65340853767444,22.018109273482178,77.6681788353799,23.204614137367134,78.27453619630084
4503,ice_conc_nh_ease2-250_cdr-v2p0_199601071200.nc,1996-01-07,1996,1,7,19.7827465720345,77.39451940651551,19.874922243456094,77.4877232506351,19.983481195699998,77.53590060955737,21.51366473473932,77.53819181090095,21.375746987106616,77.63088787145516,21.623583779033602,77.6147921715612,21.93314257109442,77.75331762166934,22.677936075359458,78.04064359796587,25.7400214916368,77.19112474685721
4504,ice_conc_nh_ease2-250_cdr-v2p0_199601081200.nc,1996-01-08,1996,1,8,19.881989075105682,77.50379724139516,19.917615582561776,77.53039780741554,20.96649034611719,77.56158936058439,21.355614960099487,77.6572604909608,21.35610600028777,77.69818314110883,21.64504250113427,77.76889741883448,21.833795560047015,77.87499614566889,22.832398683036953,78.1149648305065,29.479127517468626,77.79571736981109
4505,ice_conc_nh_ease2-250_cdr-v2p0_199601091200.nc,1996-01-09,1996,1,9,19.943802882948532,77.49786230725137,19.964684953895755,77.50714382127359,20.331686320488334,77.53887497455837,21.50653439302877,77.62363731573615,21.50620813888539,77.67609115434692,21.674705157241196,77.75249248548911,21.797524809362148,77.77886805933065,22.931979047144672,78.10352589496385,25.834522285494234,77.32868067227814
4506,ice_conc_nh_ease2-250_cdr-v2p0_199601101200.nc,1996-01-10,1996,1,10,21.170941236666135,77.49389219994261,21.297965341977882,77.63164972595769,21.355298845532083,77.62680657028945,21.482343100742415,77.74175357337195,21.60984003066435,77.75568009024968,21.72452155415468,77.88178037957886,22.010009733104592,77.92535311835724,23.216963140688385,78.09442737756723,29.23466184109828,77.6827187210393
4507,ice_conc_nh_ease2-250_cdr-v2p0_199601111200.nc,1996-01-11,1996,1,11,21.22184777910533,77.59953660429527,21.347606846080108,77.6156087806671,21.452268416962948,77.73596827520429,21.654529120818463,77.75764180007451,21.31048879382804,77.91856834481189,21.845975167001978,77.91466639295002,21.88878230297426,77.96317730373377,23.284793975326725,78.26867615820375,28.354616522511044,78.02248118745793
4508,ice_conc_nh_ease2-250_cdr-v2p0_199601121200.nc,1996-01-12,1996,1,12,21.251833150268975,77.61032952021658,21.472515615520923,77.6627529093176,21.538526485860526,77.7665003496894,21.503245114724223,77.83258040090631,21.691826595373232,77.90930301251757,22.017862578708506,77.95420588541491,22.073304419837307,78.01867279576743,22.903705743533635,78.27291825415278,30.462666274408495,78.25588905832602
4509,ice_conc_nh_ease2-250_cdr-v2p0_199601131200.nc,1996-01-13,1996,1,13,21.299639944522397,77.6654654867207,21.479832015832855,77.69990329840823,21.44595046381963,77.80868422839816,21.482399973106215,77.87852312958135,21.626997111188388,77.9727666687128,21.878465995725517,78.04073321958927,22.34625110016086,78.07972409106445,23.654036463057718,78.3789014884316,33.28842550071044,78.06090114160939
4510,ice_conc_nh_ease2-250_cdr-v2p0_199601141200.nc,1996-01-14,1996,1,14,21.37891108807767,77.57784556847879,21.450856019150528,77.6541830390826,21.53180772390234,77.75883811462275,21.251670324604387,77.82120175986832,21.484637188976077,77.94798592143364,21.730119033170187,77.92624638209388,21.941971745735078,78.03620043921734,23.219514881872662,78.24147090607927,27.495016357141548,77.80480200994398
4511,ice_conc_nh_ease2-250_cdr-v2p0_199601151200.nc,1996-01-15,1996,1,15,21.31572405164029,77.59470655944754,21.59806992774497,77.70138115834007,21.502087392779746,77.77646167804735,21.397865569802658,77.87650033711589,21.50257988436536,78.01908157382685,22.006849793082598,78.00614919742023,22.113938881208504,78.17031596483324,23.04991340541096,78.35975613210138,30.27523071908545,78.04582782913126
4512,ice_conc_nh_ease2-250_cdr-v2p0_199601161200.nc,1996-01-16,1996,1,16,21.120904716362826,77.84241154744477,21.398880672340987,77.8218931403388,21.47980012360169,77.91784724488866,21.508772228762595,78.06295153828152,21.6665693063076,78.19755118108817,22.223383706055632,78.28605468403646,22.547709011487388,78.32335455220169,23.775669190653403,78.65006039225459,31.430184758339603,78.24622928978363
4513,ice_conc_nh_ease2-250_cdr-v2p0_199601171200.nc,1996-01-17,1996,1,17,21.286726457507392,77.82158070040751,21.576350434146903,77.88417267341671,21.518842793518164,77.94743863637414,21.78191063196802,78.11906035626664,21.862846082300962,78.22015114316818,22.302732384477782,78.31077956461911,22.908158394580443,78.3921932431794,25.28032189334456,78.6184021959189,34.94850514381516,78.2735940791457
4514,ice_conc_nh_ease2-250_cdr-v2p0_199601181200.nc,1996-01-18,1996,1,18,21.51759921667933,77.83144469081374,21.425353772926123,77.9347720778049,21.343625997831307,78.0067636420145,21.816187635648145,78.07848994849678,21.753668598576763,78.19431153058822,22.369272152787957,78.25616979029732,22.90888022169155,78.43901027960742,27.028067325081068,77.8045076900978,34.434089508630635,77.81915969532986
4515,ice_conc_nh_ease2-250_cdr-v2p0_199601191200.nc,1996-01-19,1996,1,19,21.83437721247037,77.87305224442827,21.856001630111535,77.95715581907882,21.931381454716185,78.1056571994602,21.966678517855833,78.26360077382712,22.1698889654081,78.37966728722677,23.014749027624546,78.40421842005883,23.043482886087205,78.59471704689335,27.16892702274501,79.84502041495371,37.01885198976473,77.71523502781582
4516,ice_conc_nh_ease2-250_cdr-v2p0_199601201200.nc,1996-01-20,1996,1,20,21.565527526328157,77.74578219713851,21.6228316077621,77.9564219398473,21.993391370590942,78.05321983973538,21.975684889561037,78.26036959972056,22.602023072705858,78.2306855559388,22.693627890262476,78.37789258334071,23.03251287355347,78.4695154297281,22.603106188837145,82.08039756256488,21.558517871376953,83.8822583587444
4517,ice_conc_nh_ease2-250_cdr-v2p0_199601211200.nc,1996-01-21,1996,1,21,21.693561223138946,77.86888935808597,21.570221235947237,77.99639549377667,21.45870678464559,78.14616064868906,21.859612631145716,78.17772283559519,22.1531939842023,78.27862741942258,22.367084895625712,78.38875321280976,23.03123674583691,78.5857979360588,27.749149200255122,79.88033189403711,22.742609906765427,83.6897138459033
4518,ice_conc_nh_ease2-250_cdr-v2p0_199601221200.nc,1996-01-22,1996,1,22,21.77305145204465,77.8500231274499,21.86991881276244,77.91311893663041,21.776798728998333,78.05370906102738,21.642097029097165,78.17381993912575,22.239603501649196,78.16204675625204,22.549273457723476,78.24068827752414,23.899618322064192,78.42290343097547,30.408942709534404,77.92413791112546,22.911480691517138,83.66459297112384
4519,ice_conc_nh_ease2-250_cdr-v2p0_199601231200.nc,1996-01-23,1996,1,23,21.596213725274357,77.78297515327769,21.64627763643009,77.85774918091981,21.754344996167656,77.96505031144224,21.719631854721136,78.12631287168767,22.206189571534427,78.10035663990845,23.567298088733743,78.30001647484434,23.76006123054724,78.57781662556187,22.026184166532286,81.69251273197725,22.868271146820657,83.66165268090894
4520,ice_conc_nh_ease2-250_cdr-v2p0_199601241200.nc,1996-01-24,1996,1,24,21.38102227364016,77.73986619698954,21.249256516351437,77.90059655176053,21.462247200907292,77.90675576479782,21.588156584107768,78.02482261650884,21.91394122492534,78.04593095050811,22.735592898714533,78.08099865304038,23.34875490338316,78.29488532960428,26.859112048113616,78.57313554932459,22.230012906063617,83.60368564786613
4521,ice_conc_nh_ease2-250_cdr-v2p0_199601251200.nc,1996-01-25,1996,1,25,21.523475811293476,77.81480141039152,21.372532120953334,77.91567768408794,21.47123007122579,77.99393339259657,21.63244496196449,78.05349427722092,21.93166454747769,78.07706385405022,23.038812047488733,78.24751736975551,23.808012094357284,78.44342817868254,25.074657942064867,79.30108898684496,35.87820868248274,46.0304603801141
4522,ice_conc_nh_ease2-250_cdr-v2p0_199601261200.nc,1996-01-26,1996,1,26,21.263727528867918,77.768888226706,21.54473845053621,77.84017382396182,21.53234183701907,77.89429818240126,22.059667645097694,77.92955956750872,22.702768749281297,78.11135321217647,23.293772038110617,78.27452586764278,24.177089235106326,78.41878388072834,26.44765171149133,78.69754928757212,33.91724925438862,77.92166888106259
4523,ice_conc_nh_ease2-250_cdr-v2p0_199601271200.nc,1996-01-27,1996,1,27,21.270490897344153,77.61948320853912,20.804763489350453,77.91992121553274,21.440811989869772,77.78281475483827,21.51348281493552,77.8458002371959,22.158281830225523,77.83851924030716,23.047088420653534,77.97777676916661,23.64074475391799,78.22191415592117,24.69812053973327,78.50897001078292,33.40055705093786,77.66514018290185
4524,ice_conc_nh_ease2-250_cdr-v2p0_199601281200.nc,1996-01-28,1996,1,28,21.13050166077928,77.5511386512383,21.279998393124036,77.62173436347007,21.422738678685974,77.76858386905751,21.61534816778309,77.83095787812587,21.892352890756918,77.75016195145348,22.58670490573838,77.83683888147635,23.030472745997272,77.92852162520359,23.87118691110269,78.21561385640115,29.69608660042978,76.99184549364443
4525,ice_conc_nh_ease2-250_cdr-v2p0_199601291200.nc,1996-01-29,1996,1,29,21.344442717934058,77.66949879563708,21.3830439718448,77.84515740881882,21.76325269797806,77.83961747970224,21.82356945804893,77.8747618940686,22.530035422213007,77.98873850131697,22.788362508963584,77.95930979477959,23.2327096100123,78.08340218111083,23.32038151160691,78.54283808662167,29.404588551377863,77.30444627281913
