,filename,date,year,month,day,lon_10,lat_10,lon_30,lat_30,lon_50,lat_50,lon_70,lat_70,lon_90,lat_90
11801,ice_conc_nh_ease2-250_icdr-v2p0_201601011200.nc,2016-01-01,2016,1,1,25.572707940539924,79.19912464561136,15.949686405990088,81.88692211300038,16.630363510086415,82.09677888886475,17.848485697589425,82.25932716412036,8.700552931506481,86.70367447247686
11802,ice_conc_nh_ease2-250_icdr-v2p0_201601021200.nc,2016-01-02,2016,1,2,14.238490632849388,81.39529320228755,15.703911269979857,81.76768193069512,16.977758615400763,82.01763867430776,17.746945715901695,82.225857054164,19.049472764367152,83.56858383448218
11803,ice_conc_nh_ease2-250_icdr-v2p0_201601031200.nc,2016-01-03,2016,1,3,13.757859019530905,81.39284507899794,15.659974497306276,81.80929608345252,16.053074765778053,82.01535802887504,17.152255983778453,82.20593751793186,19.274180771040264,83.3673617069652
11804,ice_conc_nh_ease2-250_icdr-v2p0_201601041200.nc,2016-01-04,2016,1,4,14.31131123569555,81.23668468394358,15.551408372820388,81.69042227242511,16.45243808458438,81.92946062742386,17.52895021315461,82.1303663414013,15.186727482482718,83.33103301194396
11805,ice_conc_nh_ease2-250_icdr-v2p0_201601051200.nc,2016-01-05,2016,1,5,14.459585406229541,81.10868771986009,13.604901412318133,81.30711133217417,15.563542435927038,81.72202211199172,17.532705185147528,82.01903185326533,21.375514927055356,83.27775722735194
11806,ice_conc_nh_ease2-250_icdr-v2p0_201601061200.nc,2016-01-06,2016,1,6,25.29985740867389,78.8985110224069,25.973005886551448,78.85924375235415,17.478822293236608,81.83216042861926,17.538616747508957,82.00954633168266,21.110831543437815,83.25535948972563
11807,ice_conc_nh_ease2-250_icdr-v2p0_201601071200.nc,2016-01-07,2016,1,7,22.256641938544302,79.73323826021915,16.217862304392582,81.50850264740336,17.533427302640483,81.76526353423864,17.526406687494106,81.9424545797213,22.103809005163225,83.324309218388
11808,ice_conc_nh_ease2-250_icdr-v2p0_201601081200.nc,2016-01-08,2016,1,8,21.616904554661197,79.66120158542712,26.146626542991125,79.08702319866926,17.879432651136447,81.75413284352878,17.968506712111243,81.92181801930913,19.2571187168056,82.53914191460507
11809,ice_conc_nh_ease2-250_icdr-v2p0_201601091200.nc,2016-01-09,2016,1,9,22.007449719590706,79.56829757599118,35.195267364183344,65.60259641700351,17.673923936581733,81.71919527163689,17.968512972820637,81.92181827141498,19.13613754086777,82.47523790676857
11810,ice_conc_nh_ease2-250_icdr-v2p0_201601101200.nc,2016-01-10,2016,1,10,21.982070339779135,79.56177912830202,23.03363215017674,79.74158383032537,17.169243535931955,81.70621366479928,17.54443392176458,81.91342808640084,21.957741443904983,82.51145300554415
