,filename,date,year,month,day,lon_50,lat_50
14436,ice_conc_nh_ease2-250_cdr-v2p0_198201021200.nc,1982-01-02,1982,1,2,23.531325885774226,76.86639610727183
14437,ice_conc_nh_ease2-250_cdr-v2p0_198201041200.nc,1982-01-04,1982,1,4,23.462555443379344,76.6019974267242
14438,ice_conc_nh_ease2-250_cdr-v2p0_198201061200.nc,1982-01-06,1982,1,6,23.284442679916634,76.68255324191253
14439,ice_conc_nh_ease2-250_cdr-v2p0_198201081200.nc,1982-01-08,1982,1,8,23.60345561205818,76.93423722330554
14440,ice_conc_nh_ease2-250_cdr-v2p0_198201101200.nc,1982-01-10,1982,1,10,22.254052446700342,77.04398310833889
14441,ice_conc_nh_ease2-250_cdr-v2p0_198201121200.nc,1982-01-12,1982,1,12,22.689745925687394,76.78507230376513
14442,ice_conc_nh_ease2-250_cdr-v2p0_198201141200.nc,1982-01-14,1982,1,14,22.648553173853653,77.0214859368704
14443,ice_conc_nh_ease2-250_cdr-v2p0_198201161200.nc,1982-01-16,1982,1,16,21.994516233681182,77.09358772851496
14444,ice_conc_nh_ease2-250_cdr-v2p0_198201181200.nc,1982-01-18,1982,1,18,22.458170403973327,77.33503437825155
14445,ice_conc_nh_ease2-250_cdr-v2p0_198201201200.nc,1982-01-20,1982,1,20,21.070897564038063,77.22389441235828
14446,ice_conc_nh_ease2-250_cdr-v2p0_198201221200.nc,1982-01-22,1982,1,22,20.90948423670708,77.01474360538231
14447,ice_conc_nh_ease2-250_cdr-v2p0_198201241200.nc,1982-01-24,1982,1,24,22.76666705862381,76.67988450727515
14448,ice_conc_nh_ease2-250_cdr-v2p0_198201261200.nc,1982-01-26,1982,1,26,22.46228614364313,76.6867611731967
14449,ice_conc_nh_ease2-250_cdr-v2p0_198201281200.nc,1982-01-28,1982,1,28,19.49917565039713,77.15344201099255
14450,ice_conc_nh_ease2-250_cdr-v2p0_198201301200.nc,1982-01-30,1982,1,30,21.85025008107707,76.31202625753667
