,filename,date,year,month,day,lon_50,lat_50
7053,ice_conc_nh_ease2-250_cdr-v2p0_200301011200.nc,2003-01-01,2003,1,1,21.097323585976053,78.50118433028251
7054,ice_conc_nh_ease2-250_cdr-v2p0_200301021200.nc,2003-01-02,2003,1,2,21.134491883066936,78.43516215585741
7055,ice_conc_nh_ease2-250_cdr-v2p0_200301031200.nc,2003-01-03,2003,1,3,19.519548553977373,78.44635890093757
7056,ice_conc_nh_ease2-250_cdr-v2p0_200301041200.nc,2003-01-04,2003,1,4,19.618436991946325,78.43088247461635
7057,ice_conc_nh_ease2-250_cdr-v2p0_200301051200.nc,2003-01-05,2003,1,5,21.052021872602523,78.34755481643757
7058,ice_conc_nh_ease2-250_cdr-v2p0_200301061200.nc,2003-01-06,2003,1,6,21.439558205578372,78.38576356947412
7059,ice_conc_nh_ease2-250_cdr-v2p0_200301071200.nc,2003-01-07,2003,1,7,19.697371833676765,78.48498523956766
7060,ice_conc_nh_ease2-250_cdr-v2p0_200301081200.nc,2003-01-08,2003,1,8,19.65044484801992,78.39677808675413
7061,ice_conc_nh_ease2-250_cdr-v2p0_200301091200.nc,2003-01-09,2003,1,9,20.96069081911517,78.34568952419743
7062,ice_conc_nh_ease2-250_cdr-v2p0_200301101200.nc,2003-01-10,2003,1,10,19.663281324947,78.35821394842849
7063,ice_conc_nh_ease2-250_cdr-v2p0_200301111200.nc,2003-01-11,2003,1,11,21.22532838621703,78.05325683711467
7064,ice_conc_nh_ease2-250_cdr-v2p0_200301121200.nc,2003-01-12,2003,1,12,19.417692824329606,77.91152479362543
7065,ice_conc_nh_ease2-250_cdr-v2p0_200301131200.nc,2003-01-13,2003,1,13,19.03923308698932,77.59045550017942
7066,ice_conc_nh_ease2-250_cdr-v2p0_200301141200.nc,2003-01-14,2003,1,14,21.021161723655986,77.47045629448672
7067,ice_conc_nh_ease2-250_cdr-v2p0_200301151200.nc,2003-01-15,2003,1,15,19.4925592302347,77.56834419368155
7068,ice_conc_nh_ease2-250_cdr-v2p0_200301161200.nc,2003-01-16,2003,1,16,19.187982474753216,77.50848915858847
7069,ice_conc_nh_ease2-250_cdr-v2p0_200301171200.nc,2003-01-17,2003,1,17,19.567708061155503,77.44585739595617
7070,ice_conc_nh_ease2-250_cdr-v2p0_200301181200.nc,2003-01-18,2003,1,18,19.314643534822647,77.46813205540077
7071,ice_conc_nh_ease2-250_cdr-v2p0_200301191200.nc,2003-01-19,2003,1,19,19.565888504569983,77.39917974463727
7072,ice_conc_nh_ease2-250_cdr-v2p0_200301201200.nc,2003-01-20,2003,1,20,19.700201135478373,77.50241135270434
7073,ice_conc_nh_ease2-250_cdr-v2p0_200301211200.nc,2003-01-21,2003,1,21,19.338981322621375,77.51825480038214
7074,ice_conc_nh_ease2-250_cdr-v2p0_200301221200.nc,2003-01-22,2003,1,22,19.002504879888864,77.52238450706761
7075,ice_conc_nh_ease2-250_cdr-v2p0_200301231200.nc,2003-01-23,2003,1,23,18.961355484579038,77.44416982621117
7076,ice_conc_nh_ease2-250_cdr-v2p0_200301241200.nc,2003-01-24,2003,1,24,19.103197225661514,77.63409400840294
7077,ice_conc_nh_ease2-250_cdr-v2p0_200301251200.nc,2003-01-25,2003,1,25,19.133596107089385,77.42993242147152
7078,ice_conc_nh_ease2-250_cdr-v2p0_200301261200.nc,2003-01-26,2003,1,26,19.38399563698754,77.34463149695974
7079,ice_conc_nh_ease2-250_cdr-v2p0_200301271200.nc,2003-01-27,2003,1,27,19.557805797790945,77.00763971780468
7080,ice_conc_nh_ease2-250_cdr-v2p0_200301281200.nc,2003-01-28,2003,1,28,19.607274773768477,76.91007400249083
7081,ice_conc_nh_ease2-250_cdr-v2p0_200301291200.nc,2003-01-29,2003,1,29,19.979321038644834,76.77908093548503
7082,ice_conc_nh_ease2-250_cdr-v2p0_200301301200.nc,2003-01-30,2003,1,30,20.3311140222371,76.6193771559657
7083,ice_conc_nh_ease2-250_cdr-v2p0_200301311200.nc,2003-01-31,2003,1,31,19.84586450180048,76.68370431998049
7084,ice_conc_nh_ease2-250_cdr-v2p0_200302011200.nc,2003-02-01,2003,2,1,20.009439583439967,76.6778857803765
7085,ice_conc_nh_ease2-250_cdr-v2p0_200302021200.nc,2003-02-02,2003,2,2,19.97577562089676,76.95147706794516
7086,ice_conc_nh_ease2-250_cdr-v2p0_200302031200.nc,2003-02-03,2003,2,3,20.97596001698247,77.1644588926611
7087,ice_conc_nh_ease2-250_cdr-v2p0_200302041200.nc,2003-02-04,2003,2,4,20.77711636757063,77.30274159438406
7088,ice_conc_nh_ease2-250_cdr-v2p0_200302051200.nc,2003-02-05,2003,2,5,19.237914850798315,77.4264169118237
7089,ice_conc_nh_ease2-250_cdr-v2p0_200302061200.nc,2003-02-06,2003,2,6,19.1079755883537,77.72032375882819
7090,ice_conc_nh_ease2-250_cdr-v2p0_200302071200.nc,2003-02-07,2003,2,7,19.507906201607835,77.78731172727419
7091,ice_conc_nh_ease2-250_cdr-v2p0_200302081200.nc,2003-02-08,2003,2,8,19.5530522810663,77.82442371333536
7092,ice_conc_nh_ease2-250_cdr-v2p0_200302091200.nc,2003-02-09,2003,2,9,19.405994321980724,77.75164213774516
7093,ice_conc_nh_ease2-250_cdr-v2p0_200302101200.nc,2003-02-10,2003,2,10,19.413050096272265,77.66830531904489
7094,ice_conc_nh_ease2-250_cdr-v2p0_200302111200.nc,2003-02-11,2003,2,11,19.227023751140663,77.65698052597578
7095,ice_conc_nh_ease2-250_cdr-v2p0_200302121200.nc,2003-02-12,2003,2,12,18.90783824080493,77.68882338998327
7096,ice_conc_nh_ease2-250_cdr-v2p0_200302131200.nc,2003-02-13,2003,2,13,19.202488127718627,77.73313732262325
7097,ice_conc_nh_ease2-250_cdr-v2p0_200302141200.nc,2003-02-14,2003,2,14,19.357204683507813,77.85784510111111
7098,ice_conc_nh_ease2-250_cdr-v2p0_200302151200.nc,2003-02-15,2003,2,15,19.307338124755503,77.87682034072151
7099,ice_conc_nh_ease2-250_cdr-v2p0_200302161200.nc,2003-02-16,2003,2,16,19.10334441303416,77.70974080525028
7100,ice_conc_nh_ease2-250_cdr-v2p0_200302171200.nc,2003-02-17,2003,2,17,19.332745350529397,77.71866815067034
7101,ice_conc_nh_ease2-250_cdr-v2p0_200302181200.nc,2003-02-18,2003,2,18,19.631084292635595,77.82593946940442
7102,ice_conc_nh_ease2-250_cdr-v2p0_200302191200.nc,2003-02-19,2003,2,19,19.827749118858033,77.88167318254827
7103,ice_conc_nh_ease2-250_cdr-v2p0_200302201200.nc,2003-02-20,2003,2,20,19.94798630917581,77.80120794058156
7104,ice_conc_nh_ease2-250_cdr-v2p0_200302211200.nc,2003-02-21,2003,2,21,19.99115486546674,77.75064804152842
7105,ice_conc_nh_ease2-250_cdr-v2p0_200302221200.nc,2003-02-22,2003,2,22,21.305796519352928,77.28235285039302
7106,ice_conc_nh_ease2-250_cdr-v2p0_200302231200.nc,2003-02-23,2003,2,23,19.836432703119367,77.59835098008658
7107,ice_conc_nh_ease2-250_cdr-v2p0_200302241200.nc,2003-02-24,2003,2,24,19.81209196064414,77.59600191539784
7108,ice_conc_nh_ease2-250_cdr-v2p0_200302251200.nc,2003-02-25,2003,2,25,21.39358722530111,77.30801591194486
7109,ice_conc_nh_ease2-250_cdr-v2p0_200302261200.nc,2003-02-26,2003,2,26,19.866274423261803,77.65765293155214
7110,ice_conc_nh_ease2-250_cdr-v2p0_200302271200.nc,2003-02-27,2003,2,27,20.873912808833328,77.48401633536646
7111,ice_conc_nh_ease2-250_cdr-v2p0_200302281200.nc,2003-02-28,2003,2,28,21.17457615054201,77.29016784783109
7112,ice_conc_nh_ease2-250_cdr-v2p0_200303011200.nc,2003-03-01,2003,3,1,20.477002824782296,77.0814384060324
7113,ice_conc_nh_ease2-250_cdr-v2p0_200303021200.nc,2003-03-02,2003,3,2,20.73867286367085,77.03615265096542
7114,ice_conc_nh_ease2-250_cdr-v2p0_200303031200.nc,2003-03-03,2003,3,3,20.467689000127542,77.3283818363349
7115,ice_conc_nh_ease2-250_cdr-v2p0_200303041200.nc,2003-03-04,2003,3,4,20.18082816090901,77.3781045263005
7116,ice_conc_nh_ease2-250_cdr-v2p0_200303051200.nc,2003-03-05,2003,3,5,19.89506328649654,77.40307490367073
7117,ice_conc_nh_ease2-250_cdr-v2p0_200303061200.nc,2003-03-06,2003,3,6,19.17484863670701,77.4658113672834
7118,ice_conc_nh_ease2-250_cdr-v2p0_200303071200.nc,2003-03-07,2003,3,7,21.00371241080949,77.45283374089144
7119,ice_conc_nh_ease2-250_cdr-v2p0_200303081200.nc,2003-03-08,2003,3,8,19.865112337239786,77.62450968309376
7120,ice_conc_nh_ease2-250_cdr-v2p0_200303091200.nc,2003-03-09,2003,3,9,21.0182616926327,77.44456578196186
7121,ice_conc_nh_ease2-250_cdr-v2p0_200303101200.nc,2003-03-10,2003,3,10,19.585567384135764,77.46689159189265
7122,ice_conc_nh_ease2-250_cdr-v2p0_200303111200.nc,2003-03-11,2003,3,11,19.85893713869994,77.24920361023487
7123,ice_conc_nh_ease2-250_cdr-v2p0_200303121200.nc,2003-03-12,2003,3,12,19.868483388274083,77.12884645396782
7124,ice_conc_nh_ease2-250_cdr-v2p0_200303131200.nc,2003-03-13,2003,3,13,20.326774980690864,77.21648164251849
7125,ice_conc_nh_ease2-250_cdr-v2p0_200303141200.nc,2003-03-14,2003,3,14,19.36276307519452,77.26392859960404
7126,ice_conc_nh_ease2-250_cdr-v2p0_200303151200.nc,2003-03-15,2003,3,15,20.69414563927357,77.03373813870256
7127,ice_conc_nh_ease2-250_cdr-v2p0_200303161200.nc,2003-03-16,2003,3,16,20.994267103341866,76.8595581043645
7128,ice_conc_nh_ease2-250_cdr-v2p0_200303171200.nc,2003-03-17,2003,3,17,21.09209485754244,76.7548531260299
